,title,magnitude,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,continent,country,year,month,day,hour,minute
213,431,6.8,6,6,0,1,719,9,0,1.049,16.0,8,22.86,-4.3762,153.2,201,6,35,2018,3,8,17,39
214,398,6.7,8,7,0,1,697,9,0,5.457,19.0,8,20.49,-6.3043,142.612,447,6,35,2018,3,6,14,13
215,854,7.5,9,8,3,1,943,9,0,5.48,17.0,8,25.21,-6.0699,142.754,447,6,35,2018,2,25,17,44
216,759,7.2,7,7,3,1,1384,9,0,0.142,82.0,8,22.0,16.3855,-97.9787,344,3,26,2018,2,16,23,39
217,942,7.9,9,4,0,1,1870,9,0,2.585,30.0,8,14.06,56.0039,-149.166,90,6,54,2018,1,23,9,31
218,718,7.1,9,7,0,1,1075,9,0,4.29,23.0,8,39.0,-15.7675,-74.7092,28,6,37,2018,1,14,9,18
219,849,7.5,8,5,0,1,1623,9,0,4.581,12.0,8,19.0,17.4825,-83.52,48,6,54,2018,1,10,2,51
220,20,6.5,8,7,0,0,998,9,0,2.365,28.0,8,90.0,-7.4921,108.174,187,6,20,2017,12,15,16,47
221,145,6.5,1,5,0,1,651,9,0,17.654,23.0,8,17.0,-54.2189,2.1628,67,6,54,2017,12,13,18,3
222,670,7.0,4,6,0,1,771,9,0,0.617,14.0,8,10.0,-21.3246,168.671,442,6,54,2017,11,19,22,43
223,280,6.6,4,5,0,1,676,9,0,0.529,21.0,8,13.0,-21.5027,168.598,442,6,54,2017,11,19,15,9
224,42,6.5,8,8,3,1,1153,9,0,0.225,37.0,8,19.36,9.5147,-84.4865,340,6,11,2017,11,13,2,28
225,801,7.3,8,9,2,0,2790,9,0,0.284,33.0,8,19.0,34.9109,45.9592,2,1,21,2017,11,12,18,18
226,115,6.5,6,5,0,1,661,9,0,4.449,10.0,8,110.57,-4.2433,143.485,22,6,35,2017,11,7,21,26
227,519,6.8,5,5,0,1,727,9,0,4.852,21.0,8,10.0,-15.3197,-173.168,143,6,54,2017,11,4,9,0
228,166,6.6,3,5,0,1,674,9,0,0.788,29.0,8,22.0,-21.6484,168.859,442,6,54,2017,11,1,2,23
229,337,6.7,3,4,0,1,691,9,0,1.062,55.0,8,24.0,-21.6971,169.148,442,6,54,2017,10,31,0,42
230,352,6.7,3,3,0,0,694,9,0,1.634,16.0,8,553.81,-7.2168,123.074,260,6,20,2017,10,24,10,47
231,57,6.5,3,5,0,1,651,9,0,1.154,11.0,8,119.0,52.3909,176.769,31,3,54,2017,10,8,22,34
232,684,7.1,9,8,0,0,1686,9,0,0.984,23.0,8,48.0,18.5499,-98.4887,258,3,26,2017,9,19,18,14
233,972,8.2,9,7,2,1,2910,9,0,0.944,22.0,8,47.39,15.0222,-93.8993,88,6,54,2017,9,8,4,49
234,37,6.5,5,7,3,0,707,9,0,11.411,22.0,8,9.0,33.1926,103.855,263,1,36,2017,8,8,13,19
235,172,6.6,7,7,3,0,1064,9,0,0.913,16.0,8,7.0,36.9293,27.4139,204,1,49,2017,7,20,22,31
236,913,7.7,8,7,0,1,918,9,0,3.564,13.0,8,10.0,54.4434,168.857,202,6,54,2017,7,17,23,34
237,304,6.6,5,4,0,1,704,9,0,3.773,37.0,8,10.0,-49.4837,164.016,32,6,54,2017,7,11,7,0
238,46,6.5,9,8,3,1,740,9,0,4.139,30.0,8,9.0,11.1269,124.629,231,6,38,2017,7,6,8,3
239,470,6.8,6,6,3,1,1034,9,0,1.065,38.0,8,38.12,13.7174,-90.9718,363,6,54,2017,6,22,12,31
240,550,6.9,8,6,3,1,1188,9,0,0.247,35.0,8,93.0,14.9091,-92.0092,397,6,16,2017,6,14,7,29
241,460,6.8,0,4,0,1,711,9,0,2.308,12.0,8,5.0,54.0312,170.92,31,6,54,2017,6,2,22,24
242,243,6.6,7,7,0,0,678,9,0,2.353,18.0,8,12.0,-1.2923,120.431,354,6,20,2017,5,29,14,35
243,154,6.5,0,4,0,1,650,9,0,6.489,17.0,8,15.0,-56.414,-25.7432,430,6,54,2017,5,10,23,23
244,493,6.8,6,5,0,1,713,9,0,7.495,19.0,8,169.0,-14.5884,167.377,352,6,55,2017,5,9,13,52
245,570,6.9,9,6,0,1,814,9,0,1.636,14.0,8,26.0,5.5043,125.066,74,6,38,2017,4,28,20,23
246,577,6.9,9,7,3,1,1642,9,0,0.356,39.0,8,28.0,-33.0375,-72.0617,475,6,54,2017,4,24,21,38
247,28,6.5,7,8,0,0,1297,9,0,2.36,15.0,8,29.0,-22.6784,25.1558,276,0,6,2017,4,3,17,40
248,291,6.6,6,7,3,1,671,9,0,4.591,14.0,8,17.0,56.9401,162.786,472,1,39,2017,3,29,4,9
249,613,6.9,2,3,0,1,733,9,0,6.012,19.0,8,414.5,-23.2593,-178.804,496,6,54,2017,2,24,17,28
250,82,6.5,3,3,0,0,653,9,0,4.242,14.0,8,595.98,-19.2814,-63.9047,326,5,5,2017,2,21,14,9
251,11,6.5,8,7,3,1,718,9,0,2.822,36.0,8,15.0,9.9071,125.452,243,6,38,2017,2,10,14,3
252,943,7.9,9,7,3,1,987,9,0,3.625,9.0,8,135.0,-6.2464,155.172,335,6,35,2017,1,22,4,30
253,111,6.5,6,6,0,1,654,9,0,1.64,21.0,8,36.0,-10.3506,161.335,197,6,42,2017,1,19,23,4
254,796,7.3,6,3,0,1,849,9,0,3.813,18.0,8,627.17,4.4782,122.617,440,6,54,2017,1,10,6,13
255,558,6.9,6,4,0,1,742,9,0,2.495,13.0,8,12.0,-19.3733,176.052,285,6,54,2017,1,3,21,52
256,880,7.6,9,8,3,1,1152,9,0,0.355,29.0,8,38.0,-43.4064,-73.9413,373,5,9,2016,12,25,14,22
257,345,6.7,5,5,0,0,726,9,0,3.38,17.0,8,152.0,-7.5082,127.921,236,6,20,2016,12,21,0,17
258,939,7.9,9,7,3,1,972,9,0,1.389,13.0,8,94.54,-4.5049,153.522,201,6,35,2016,12,17,10,51
259,598,6.9,8,6,0,1,737,9,0,1.747,26.0,8,19.73,-10.749,161.132,197,6,54,2016,12,9,19,10
260,121,6.5,0,5,0,0,650,9,0,1.937,18.0,8,12.26,-10.8416,161.314,197,6,54,2016,12,8,21,56
261,929,7.8,9,8,0,1,961,9,0,1.836,13.0,8,40.0,-10.6812,161.327,197,6,42,2016,12,8,17,38
262,199,6.6,5,4,0,1,1120,9,0,1.405,55.0,8,8.45,40.4535,-126.194,122,6,54,2016,12,8,14,49
263,31,6.5,9,8,3,0,731,9,0,0.778,27.0,8,13.0,5.2834,96.1678,379,6,20,2016,12,6,22,3
264,177,6.6,8,7,0,0,693,9,0,1.697,20.0,8,17.0,39.2732,73.9776,282,1,36,2016,11,25,14,24
265,545,6.9,5,4,0,1,855,9,0,1.796,20.0,8,10.0,11.9097,-88.8968,361,6,54,2016,11,24,18,43
266,571,6.9,9,6,0,1,1144,9,0,0.671,10.0,8,9.0,37.3931,141.387,289,1,54,2016,11,21,20,59
267,118,6.5,7,7,3,1,664,9,0,0.283,56.0,8,9.0,-42.6058,173.254,20,6,31,2016,11,14,0,34
268,139,6.5,6,7,3,1,656,9,0,0.135,58.0,8,10.0,-42.3205,173.669,63,6,31,2016,11,13,11,32
269,927,7.8,9,9,1,1,1545,9,0,0.481,21.0,8,15.11,-42.7373,173.054,20,6,31,2016,11,13,11,2
270,258,6.6,9,8,2,0,2840,9,0,0.174,25.0,8,8.0,42.8621,13.0961,356,2,22,2016,10,30,6,40
271,194,6.6,3,3,0,0,677,9,0,2.022,16.0,8,614.0,-4.8626,108.163,332,6,20,2016,10,19,0,26
272,505,6.8,3,6,0,1,716,9,0,3.727,11.0,8,42.0,-6.0033,148.887,180,6,35,2016,10,17,6,14
273,602,6.9,2,3,0,1,733,9,0,4.051,9.0,8,596.4,-19.7819,-178.244,123,6,14,2016,9,24,21,28
274,633,7.0,5,6,0,1,897,9,0,0.698,21.0,8,19.0,-37.3586,179.146,130,6,54,2016,9,1,16,37
275,514,6.8,4,3,0,1,713,9,0,0.803,12.0,8,476.0,-3.6849,152.792,376,6,35,2016,8,31,3,11
276,468,6.8,6,6,3,0,981,9,0,1.802,17.0,8,82.0,20.9228,94.569,87,1,29,2016,8,24,10,34
277,784,7.2,6,5,0,1,799,9,0,4.823,14.0,8,16.37,-22.4765,173.117,500,6,54,2016,8,12,1,26
278,914,7.7,5,6,0,1,971,9,0,3.294,14.0,8,196.0,18.5429,145.507,327,6,54,2016,7,29,21,18
279,290,6.6,4,6,0,0,671,9,0,2.435,16.0,8,50.0,-2.0967,100.665,439,6,20,2016,6,1,22,56
280,781,7.2,1,6,0,1,798,9,0,5.803,24.0,8,78.0,-56.2409,-26.9353,430,6,54,2016,5,28,9,46
281,530,6.9,3,3,0,1,733,9,0,5.485,19.0,8,405.69,-21.9724,-178.204,471,6,54,2016,5,28,5,38
282,561,6.9,8,7,0,1,780,9,0,1.192,17.0,8,29.95,0.4947,-79.616,382,5,12,2016,5,18,16,46
283,376,6.7,5,7,0,1,744,9,0,1.352,21.0,8,16.0,0.4261,-79.7899,281,5,12,2016,5,18,7,57
284,650,7.0,7,7,0,1,755,9,0,0.616,14.0,8,24.0,-16.0429,167.379,307,6,55,2016,4,28,19,33
285,926,7.8,9,9,1,1,1163,9,0,1.44,15.0,8,20.59,0.3819,-79.9218,281,5,12,2016,4,16,23,58
286,662,7.0,9,9,2,1,2074,9,0,0.349,32.0,8,10.0,32.7906,130.754,206,1,23,2016,4,15,16,25
287,587,6.9,6,6,3,0,903,9,0,3.001,14.0,8,136.0,23.0944,94.8654,262,1,29,2016,4,13,13,55
288,248,6.6,6,4,0,0,738,9,0,0.789,17.0,8,212.0,36.4725,71.1311,26,1,0,2016,4,10,10,28
289,319,6.7,7,5,0,1,692,9,0,6.787,25.0,8,27.59,-13.9805,166.594,427,6,55,2016,4,7,3,32
290,317,6.7,7,6,0,1,691,9,0,6.697,19.0,8,24.0,-14.0683,166.624,427,6,55,2016,4,6,6,58
291,592,6.9,7,6,0,1,734,9,0,1.166,25.0,8,26.0,-14.3235,166.855,352,6,55,2016,4,3,8,23
292,936,7.8,4,3,0,0,948,9,0,7.009,20.0,8,24.0,-4.9521,94.3299,437,6,54,2016,3,2,12,49
293,773,7.2,3,7,0,1,799,9,0,0.958,17.0,8,177.0,53.9776,158.546,270,1,39,2016,1,30,3,25
294,720,7.1,7,7,0,1,1496,0,0,0.0,0.0,5,125.6,59.6204,-153.339,341,3,53,2016,1,24,10,30
295,212,6.6,3,4,0,1,673,9,0,2.413,74.0,8,10.0,18.8239,-106.934,214,6,54,2016,1,21,18,6
296,391,6.7,5,6,0,1,717,9,0,0.281,22.0,8,46.0,41.9723,142.781,421,1,23,2016,1,14,3,25
297,51,6.5,3,6,0,1,651,9,0,3.144,22.0,8,13.0,3.8965,126.862,410,6,20,2016,1,11,16,38
298,372,6.7,8,7,1,0,1515,9,0,1.794,16.0,8,55.0,24.8036,93.6505,152,1,19,2016,1,3,23,5
299,245,6.6,8,6,0,1,765,9,0,0.41,35.0,8,85.0,15.8015,-93.633,253,6,26,2015,12,17,19,49
300,531,6.9,8,5,0,0,738,9,0,2.979,14.0,8,21.0,-4.1064,129.508,19,6,20,2015,12,9,10,21
301,743,7.2,4,7,0,0,827,9,0,1.116,18.0,8,22.0,38.2107,72.7797,282,1,45,2015,12,7,7,50
302,330,6.7,2,3,0,0,691,9,0,2.033,19.0,8,602.75,-9.1825,-71.2574,446,5,7,2015,11,26,5,45
303,874,7.6,5,4,0,0,896,9,0,2.852,10.0,8,620.56,-10.0598,-71.0184,165,5,37,2015,11,24,22,50
304,872,7.6,6,5,0,1,957,9,0,3.287,10.0,8,606.21,-10.5372,-70.9437,165,5,37,2015,11,24,22,45
305,451,6.8,5,6,0,1,715,9,0,1.599,19.0,8,12.59,-8.8994,158.422,72,6,42,2015,11,18,18,31
306,45,6.5,7,7,1,0,1018,9,0,0.0,0.0,8,11.0,38.67,20.6,227,2,15,2015,11,17,7,10
307,340,6.7,5,4,0,0,702,9,0,1.444,17.0,8,12.0,31.0009,128.873,249,6,54,2015,11,13,20,51
308,594,6.9,5,6,0,0,744,9,0,0.821,43.0,8,10.0,-29.5097,-72.0585,100,6,54,2015,11,11,2,46
309,590,6.9,6,6,0,1,761,9,0,0.784,32.0,8,12.0,-29.5067,-72.0068,100,6,54,2015,11,11,1,54
310,307,6.6,7,4,0,0,675,9,0,2.792,31.0,8,10.0,6.8431,94.648,301,6,54,2015,11,8,16,47
311,481,6.8,7,7,0,1,841,9,0,0.258,41.0,8,46.0,-30.8796,-71.4519,320,5,9,2015,11,7,7,31
312,91,6.5,5,7,0,0,657,9,0,1.53,21.0,8,20.0,-8.3381,124.875,259,6,20,2015,11,4,3,44
313,864,7.5,8,7,1,0,1448,9,0,0.622,18.0,8,231.0,36.5244,70.3676,144,1,0,2015,10,26,9,9
314,713,7.1,6,6,0,1,780,9,0,0.592,11.0,8,135.0,-14.8595,167.303,352,6,55,2015,10,20,21,52
315,232,6.6,7,7,0,0,671,9,0,2.486,13.0,8,18.0,-0.6212,131.262,428,6,20,2015,9,24,15,53
316,219,6.6,5,7,0,1,820,9,0,1.064,14.0,8,35.0,-31.7275,-71.3792,151,5,9,2015,9,21,17,40
317,397,6.7,5,7,0,0,718,9,0,0.853,35.0,8,23.0,-31.5173,-71.804,151,6,9,2015,9,17,4,10
318,103,6.5,6,7,0,0,657,9,0,0.749,62.0,8,27.0,-31.4244,-71.6876,151,6,9,2015,9,17,3,55
319,642,7.0,8,7,0,0,799,9,0,0.903,13.0,8,28.41,-31.5622,-71.4262,151,5,9,2015,9,16,23,18
320,974,8.3,9,8,1,1,1960,9,0,0.684,19.0,8,22.44,-31.5729,-71.6744,151,6,9,2015,9,16,22,54
321,417,6.7,5,5,0,1,708,9,0,1.256,123.0,8,10.0,24.913,-109.623,463,6,54,2015,9,13,8,14
322,40,6.5,0,5,0,1,650,9,0,2.045,16.0,8,6.43,-9.3293,157.877,131,6,54,2015,8,12,18,49
323,206,6.6,3,5,0,1,671,9,0,1.872,20.0,8,22.0,-9.3438,158.053,250,6,54,2015,8,10,4,12
324,641,7.0,9,7,0,1,762,9,0,6.278,12.0,8,48.0,-2.6286,138.528,7,6,20,2015,7,27,21,41
325,603,6.9,4,7,0,1,734,9,0,0.444,39.0,8,29.0,52.376,-169.446,126,6,54,2015,7,27,4,49
326,669,7.0,8,6,0,1,759,9,0,5.205,22.0,8,11.0,-10.4012,165.141,224,6,54,2015,7,18,2,27
327,23,6.5,4,4,0,1,686,9,0,1.218,20.0,8,20.0,13.8672,-58.5479,52,6,54,2015,7,16,15,16
328,344,6.7,4,5,0,1,691,9,0,1.529,11.0,8,12.0,-9.307,158.403,250,6,42,2015,7,10,4,12
329,144,6.5,3,4,0,0,652,9,0,2.277,11.0,8,460.0,27.7375,139.725,66,6,54,2015,6,23,12,18
330,933,7.8,6,3,0,1,1151,9,0,1.675,12.0,8,664.0,27.8386,140.493,66,6,54,2015,5,30,11,23
331,437,6.8,5,6,0,1,762,0,0,0.0,0.0,5,72.6,56.594,-156.43,469,6,54,2015,5,29,7,0
332,455,6.8,1,5,0,1,711,9,0,3.619,18.0,8,10.0,-11.1093,163.215,197,6,54,2015,5,22,23,59
333,554,6.9,1,4,0,1,732,9,0,4.024,22.0,8,11.19,-11.0559,163.696,197,6,54,2015,5,22,21,45
334,457,6.8,1,4,0,1,711,9,0,4.395,15.0,8,11.0,-10.8759,164.169,224,6,54,2015,5,20,22,48
335,474,6.8,8,6,0,1,831,9,0,1.422,8.0,8,35.0,38.9056,142.032,4,1,23,2015,5,12,21,12
336,816,7.3,8,7,1,0,1563,9,0,0.677,11.0,8,15.0,27.8087,86.0655,297,1,30,2015,5,12,7,5
337,694,7.1,1,6,0,1,776,9,0,3.835,11.0,8,10.0,-7.2175,154.557,335,6,54,2015,5,7,7,10
338,845,7.5,7,8,0,1,869,9,0,1.295,22.0,8,55.0,-5.4624,151.875,201,6,35,2015,5,5,1,44
339,434,6.8,5,6,0,1,714,9,0,1.074,23.0,8,44.0,-5.2005,151.777,201,6,35,2015,5,1,8,6
340,332,6.7,5,6,0,1,692,9,0,1.239,12.0,8,31.0,-5.375,151.771,201,6,35,2015,4,30,10,45
341,363,6.7,7,7,3,0,1016,9,0,0.727,13.0,8,22.91,27.7711,86.0173,199,1,30,2015,4,26,7,9
342,278,6.6,8,7,3,0,733,9,0,1.778,16.0,8,10.0,28.2244,84.8216,58,1,30,2015,4,25,6,45
343,928,7.8,8,9,2,0,2820,9,0,1.857,12.0,8,8.22,28.2305,84.7314,58,1,30,2015,4,25,6,11
344,44,6.5,0,5,0,1,650,9,0,3.702,42.0,8,10.0,-15.8815,-178.6,18,6,54,2015,4,17,15,52
345,142,6.5,2,5,0,1,650,9,0,4.629,36.0,8,11.0,-15.4994,-173.029,143,6,54,2015,3,30,8,48
346,859,7.5,6,7,0,1,872,9,0,0.666,19.0,8,41.0,-4.7294,152.562,201,6,35,2015,3,29,23,48
347,629,7.0,4,6,0,0,760,9,0,1.362,12.0,8,552.06,-7.2968,122.535,260,6,20,2015,2,27,13,45
348,411,6.7,5,5,0,1,714,9,0,1.925,20.0,8,23.0,39.8558,142.881,272,6,54,2015,2,16,23,6
349,318,6.7,4,6,0,1,700,9,0,2.11,16.0,8,223.0,-23.1125,-66.688,116,5,3,2015,2,11,18,57
350,509,6.8,1,4,0,1,711,9,0,2.019,13.0,8,219.96,-17.0309,168.52,353,6,55,2015,1,23,3,47
351,53,6.5,1,4,0,1,650,9,0,4.318,61.0,8,8.0,5.9045,-82.6576,369,6,54,2015,1,7,5,7
352,216,6.6,7,6,0,1,709,9,0,2.485,43.0,8,20.0,7.9401,-82.6865,369,6,34,2014,12,8,8,54
353,176,6.6,1,5,0,1,670,9,0,3.246,12.0,8,23.0,-6.5108,154.46,335,6,54,2014,12,7,1,22
354,169,6.6,1,3,0,0,670,9,0,2.6,9.0,8,614.0,6.1572,123.126,404,6,38,2014,12,2,5,11
355,453,6.8,6,5,0,1,713,9,0,1.421,19.0,8,39.0,1.9604,126.575,453,6,20,2014,11,26,14,33
356,21,6.5,5,5,0,1,652,9,0,1.549,9.0,8,35.0,2.2999,127.056,459,6,20,2014,11,21,10,10
357,353,6.7,7,4,0,1,698,9,0,1.079,25.0,8,22.0,-37.6478,179.662,130,6,54,2014,11,16,22,33
358,695,7.1,4,6,0,1,779,9,0,1.397,18.0,8,45.0,1.8929,126.522,453,6,20,2014,11,15,2,31
359,284,6.6,2,6,0,1,671,9,0,3.557,13.0,8,53.19,-5.9873,148.232,124,6,35,2014,11,7,3,33
360,735,7.1,3,6,0,1,776,9,0,4.415,13.0,8,434.0,-19.6903,-177.759,123,6,54,2014,11,1,18,57
361,811,7.3,8,6,3,1,982,9,0,1.078,18.0,8,40.0,12.5262,-88.1225,156,6,54,2014,10,14,3,51
362,384,6.7,5,5,0,1,724,9,0,0.46,11.0,8,130.0,13.7641,144.429,345,6,54,2014,9,17,6,14
363,479,6.8,6,6,0,1,741,9,0,4.107,18.0,8,101.0,-14.598,-73.5714,23,5,37,2014,8,24,23,21
364,601,6.9,0,4,0,1,732,9,0,6.393,12.0,8,13.0,0.8295,146.169,268,6,54,2014,8,3,0,22
365,602,6.9,0,6,0,1,732,9,0,3.934,15.0,8,615.42,-19.8015,-178.4,123,6,14,2014,7,21,14,54
366,29,6.5,5,4,0,1,706,9,0,2.421,9.0,8,20.0,37.0052,142.452,289,6,54,2014,7,11,19,22
367,576,6.9,8,7,1,1,1079,9,0,0.263,51.0,8,53.0,14.724,-92.4614,362,6,26,2014,7,7,11,23
368,48,6.5,0,4,0,1,650,9,0,2.124,15.0,8,20.0,-6.2304,152.807,201,6,54,2014,7,4,15,0
369,361,6.7,0,5,0,1,691,9,0,6.713,45.0,8,18.0,-14.9831,-175.51,255,6,54,2014,6,29,17,15
370,608,6.9,0,5,0,1,732,9,0,4.838,25.0,8,8.0,-55.4703,-28.3669,430,6,54,2014,6,29,7,52
371,950,7.9,6,8,0,1,963,9,0,0.133,22.0,8,109.0,51.8486,178.735,377,3,53,2014,6,23,20,53
372,422,6.7,0,5,0,0,691,9,0,0.748,43.0,7,26.59,-29.9414,-177.607,191,6,54,2014,6,23,20,6
373,151,6.5,0,5,0,0,650,9,0,0.778,30.0,7,10.0,-29.9379,-177.516,191,6,54,2014,6,23,19,21
374,605,6.9,0,5,0,1,732,9,0,0.751,35.0,8,20.0,-29.9772,-177.725,191,6,54,2014,6,23,19,19
375,556,6.9,9,7,0,0,951,9,0,0.402,25.0,8,6.43,40.2893,25.3889,179,2,15,2014,5,24,9,25
376,12,6.5,7,5,0,1,694,9,0,3.121,33.0,8,10.0,7.2096,-82.3045,369,6,54,2014,5,13,6,35
377,223,6.6,0,5,0,1,670,9,0,3.34,10.0,8,106.0,-21.4542,170.355,158,6,54,2014,5,1,6,36
378,6,6.5,4,6,0,1,838,9,0,0.0,0.0,8,10.0,49.6388,-127.732,480,6,54,2014,4,24,3,10
379,861,7.5,0,6,0,1,865,9,0,3.82,16.0,8,43.37,-6.7547,155.024,335,6,54,2014,4,19,13,28
380,269,6.6,0,6,0,1,670,9,0,3.803,11.0,8,29.0,-6.6558,155.087,335,6,35,2014,4,19,1,4
381,774,7.2,8,7,3,1,1017,9,0,2.25,46.0,8,24.0,17.397,-100.972,104,3,26,2014,4,18,14,27
382,282,6.6,0,6,0,0,670,9,0,2.666,22.0,8,10.0,-11.1284,162.052,197,6,54,2014,4,13,13,24
383,822,7.4,0,6,0,1,842,9,0,2.885,17.0,8,39.0,-11.4633,162.051,197,6,54,2014,4,13,12,36
384,889,7.6,0,7,0,1,889,9,0,2.828,13.0,8,22.56,-11.2701,162.148,197,6,54,2014,4,12,20,14
385,191,6.6,6,5,0,1,677,9,0,0.761,20.0,8,135.0,11.642,-85.8779,55,6,32,2014,4,11,20,29
386,120,6.5,0,6,0,1,650,9,0,3.787,16.0,8,20.0,-6.7878,154.95,335,6,54,2014,4,11,8,16
387,722,7.1,0,7,0,1,776,9,0,3.729,21.0,8,60.53,-6.5858,155.048,335,6,35,2014,4,11,7,7
388,910,7.7,8,9,3,1,1057,9,0,1.029,44.0,8,22.4,-20.5709,-70.4931,157,6,54,2014,4,3,2,43
389,89,6.5,7,7,0,0,670,9,0,0.828,82.0,8,24.07,-20.3113,-70.5756,157,6,54,2014,4,3,1,58
390,597,6.9,0,5,0,0,732,9,0,0.828,119.0,8,28.42,-19.8927,-70.9455,157,6,54,2014,4,1,23,57
391,970,8.2,9,8,3,1,1332,9,0,0.609,23.0,8,25.0,-19.6097,-70.7691,157,6,54,2014,4,1,23,46
392,400,6.7,7,7,0,1,718,9,0,1.008,44.0,8,20.0,-19.9807,-70.7022,157,6,54,2014,3,16,21,16
393,506,6.8,5,5,0,1,1211,5,112,0.657,229.0,5,16.44,40.8287,-125.134,154,6,54,2014,3,10,5,18
394,10,6.5,4,5,0,1,668,9,0,1.001,17.0,8,119.0,27.4312,127.367,286,6,54,2014,3,2,20,11
395,39,6.5,5,4,0,1,681,9,0,1.635,30.0,8,14.83,14.6682,-58.9272,133,6,54,2014,2,18,9,27
396,568,6.9,3,8,3,0,733,9,0,7.496,18.0,8,10.0,35.9053,82.5864,147,1,36,2014,2,12,9,19
397,68,6.5,0,5,0,1,650,9,0,0.409,20.0,8,122.0,-15.0691,167.372,352,6,55,2014,2,7,8,40
398,160,6.5,0,3,0,1,650,9,0,3.651,22.0,8,44.26,-32.9076,-177.881,498,6,54,2014,2,2,9,26
399,71,6.5,0,4,0,1,650,9,0,3.997,14.0,8,187.0,-13.8633,167.249,427,6,55,2014,1,1,16,3
400,147,6.5,3,4,0,0,651,9,0,5.194,22.0,8,371.0,-17.1171,-176.545,123,6,54,2013,11,23,7,48
401,915,7.7,1,8,0,1,912,9,0,8.05,23.0,8,10.0,-60.2738,-46.4011,414,6,52,2013,11,17,9,4
402,607,6.9,0,5,0,1,732,9,0,8.284,17.0,8,9.97,-60.2627,-47.0621,414,6,52,2013,11,16,3,34
403,246,6.6,6,7,0,1,723,9,0,0.636,31.0,8,27.0,-30.2921,-71.5215,100,5,9,2013,10,31,23,3
404,739,7.1,6,4,0,1,872,9,0,3.968,10.0,8,35.0,37.1557,144.661,494,6,54,2013,10,25,17,10
405,300,6.6,8,5,0,1,692,9,0,1.98,44.0,8,9.45,26.0913,-110.321,121,6,54,2013,10,19,17,54
406,497,6.8,0,6,0,1,711,9,0,5.79,9.0,8,35.0,-6.4456,154.931,335,6,35,2013,10,16,10,30
407,719,7.1,9,8,1,1,1092,9,0,3.144,12.0,8,19.04,9.8796,124.117,387,6,38,2013,10,15,0,12
408,242,6.6,5,6,3,0,691,9,0,1.984,40.0,8,40.0,35.5142,23.2523,211,2,54,2013,10,12,13,11
409,426,6.7,0,3,0,0,691,9,0,2.958,11.0,8,573.0,53.1995,152.786,317,6,54,2013,10,1,3,38
410,151,6.5,0,4,0,1,650,9,0,1.709,21.0,8,41.54,-30.9255,-178.323,191,6,54,2013,9,30,5,55
411,442,6.8,7,7,1,0,1005,9,0,7.359,17.0,8,12.0,27.1825,65.5052,194,1,33,2013,9,28,7,34
412,697,7.1,8,7,0,1,843,9,0,4.446,17.0,8,40.0,-15.8385,-74.5112,28,6,37,2013,9,25,16,42
413,895,7.7,5,8,2,0,2015,9,0,7.241,17.0,8,15.0,26.951,65.5009,53,1,33,2013,9,24,11,29
414,127,6.5,0,6,0,1,650,9,0,0.735,24.0,8,20.0,51.5573,-174.767,29,6,54,2013,9,4,2,32
415,148,6.5,5,3,0,0,739,9,0,3.276,26.0,8,402.0,29.9377,138.833,164,6,54,2013,9,4,0,18
416,43,6.5,4,5,0,0,668,9,0,3.097,11.0,8,112.0,-7.44,128.221,236,6,20,2013,9,1,11,52
417,617,7.0,5,6,0,0,758,9,0,0.624,53.0,8,29.0,51.537,-175.23,29,6,54,2013,8,30,16,25
418,61,6.5,9,7,3,1,690,9,0,0.0,0.0,8,8.2,-41.734,174.152,63,6,31,2013,8,16,2,31
419,316,6.7,4,5,0,1,715,9,0,3.741,22.0,8,12.0,5.7732,-78.1999,37,6,54,2013,8,13,15,43
420,78,6.5,6,7,3,1,693,9,229,0.0,20.0,8,17.0,-41.704,174.337,63,6,31,2013,7,21,5,9
421,818,7.3,0,6,0,1,820,9,398,0.0,43.0,8,11.0,-60.857,-25.07,430,6,52,2013,7,15,14,3
422,229,6.6,4,6,0,0,674,9,139,0.0,14.0,8,56.0,-6.029,149.706,180,6,35,2013,7,7,20,30
423,797,7.3,0,4,0,1,820,9,117,0.0,24.0,8,385.5,-3.917,153.927,201,6,35,2013,7,7,18,35
424,310,6.6,0,7,0,1,670,9,111,0.0,16.0,8,10.0,10.701,-42.594,492,6,54,2013,6,24,22,4
425,88,6.5,5,6,0,1,679,9,698,0.0,27.0,8,30.0,11.763,-86.926,254,6,54,2013,6,15,17,34
426,427,6.7,5,4,0,0,710,9,515,0.0,24.0,8,9.0,-10.004,107.236,166,6,54,2013,6,13,16,47
427,426,6.7,0,3,0,1,691,9,217,0.0,25.2,6,624.0,52.235,151.444,317,6,54,2013,5,24,14,56
428,976,8.3,5,5,0,1,1115,9,385,0.0,10.0,8,598.1,54.892,153.221,317,6,54,2013,5,24,5,44
429,829,7.4,0,6,0,1,842,9,626,0.0,16.0,8,173.7,-23.009,-177.232,473,6,54,2013,5,23,17,19
430,527,6.8,0,3,0,0,711,9,131,0.0,18.0,8,602.2,18.728,145.288,327,6,54,2013,5,14,0,32
431,73,6.5,0,6,0,1,650,9,264,0.0,16.6,8,10.0,-3.898,152.127,376,6,35,2013,4,23,23,14
432,268,6.6,8,8,2,0,2083,9,548,0.0,12.6,8,14.0,30.308,102.888,232,1,36,2013,4,20,0,2
