,title,magnitude,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,continent,country,year,month,day,hour,minute
433,754,7.2,5,7,0,1,804,9,770,0.0,10.1,8,110.0,46.221,150.788,209,1,39,2013,4,19,3,5
434,221,6.6,7,7,0,1,672,9,445,0.0,11.0,8,13.0,-3.214,142.542,15,6,35,2013,4,16,22,55
435,912,7.7,8,8,3,0,1421,9,506,0.0,26.6,8,80.0,28.033,61.996,193,1,21,2013,4,16,10,44
436,301,6.6,0,5,0,1,670,9,491,0.0,11.5,8,31.0,-6.475,154.607,335,6,54,2013,4,14,1,32
437,645,7.0,3,7,0,1,755,9,640,0.0,11.4,8,66.0,-3.517,138.476,7,6,20,2013,4,6,4,42
438,76,6.5,0,6,0,1,650,9,317,0.0,14.2,8,28.0,-6.598,148.174,124,6,35,2013,3,10,22,51
439,134,6.5,3,6,0,0,651,9,480,0.0,20.7,8,29.0,50.958,157.408,321,1,54,2013,3,1,13,20
440,591,6.9,5,6,0,1,736,9,531,0.0,20.7,8,41.0,50.954,157.283,321,1,54,2013,2,28,14,5
441,205,6.6,0,7,0,1,670,9,697,0.0,15.3,8,11.0,67.631,142.508,54,1,39,2013,2,14,13,13
442,236,6.6,0,6,0,1,670,9,421,0.0,16.6,8,18.0,-10.994,165.741,224,6,42,2013,2,9,21,2
443,549,6.9,5,5,0,1,904,9,562,0.0,23.7,8,145.0,1.135,-77.393,485,5,10,2013,2,9,14,16
444,714,7.1,9,6,0,1,780,9,334,0.0,16.5,8,21.0,-10.928,166.018,224,6,42,2013,2,8,15,26
445,462,6.8,0,7,0,1,711,9,400,0.0,17.5,8,12.0,-10.838,165.969,224,6,42,2013,2,8,11,12
446,377,6.7,0,6,0,1,691,9,387,0.0,26.5,8,11.0,-10.997,165.655,224,6,42,2013,2,7,18,59
447,652,7.0,0,6,0,0,754,9,445,0.0,17.5,8,8.8,-10.499,165.588,224,6,42,2013,2,6,1,54
448,686,7.1,0,5,0,0,776,9,550,0.0,18.4,8,10.0,-11.183,164.882,224,6,54,2013,2,6,1,23
449,958,8.0,8,7,0,1,993,9,460,0.0,20.9,8,24.0,-10.799,165.114,224,6,54,2013,2,6,1,12
450,548,6.9,6,7,3,0,814,9,686,0.0,28.0,8,107.0,42.77,143.092,314,1,23,2013,2,2,14,17
451,490,6.8,6,7,0,0,771,9,596,0.0,19.3,8,45.0,-28.094,-70.653,474,5,9,2013,1,30,20,15
452,841,7.5,6,6,0,0,1425,0,0,0.0,0.0,5,8.7,55.228,-134.859,114,6,54,2013,1,5,8,58
453,395,6.7,0,4,0,0,691,9,521,0.0,13.7,8,200.7,-14.344,167.286,427,6,55,2012,12,21,22,28
454,733,7.1,5,5,0,0,843,9,517,0.0,8.7,8,155.0,-6.533,129.825,44,6,20,2012,12,10,16,53
455,800,7.3,6,5,0,0,1014,9,918,0.0,14.8,8,31.0,37.89,143.949,4,6,54,2012,12,7,8,18
456,70,6.5,4,5,0,0,708,9,598,0.0,57.3,8,20.0,14.129,-92.164,85,6,54,2012,11,11,22,14
457,488,6.8,7,6,0,0,795,9,391,0.0,13.7,8,13.7,23.005,95.885,422,1,29,2012,11,11,1,12
458,830,7.4,8,7,3,0,1455,9,751,0.0,25.5,8,24.0,13.988,-91.895,85,6,54,2012,11,7,16,35
459,924,7.8,8,7,0,0,1726,9,807,0.0,42.7,8,14.0,52.788,-132.101,358,3,8,2012,10,28,3,4
460,146,6.5,6,6,0,0,745,9,691,0.0,34.4,8,17.0,10.086,-85.298,103,6,11,2012,10,24,0,45
461,198,6.6,3,5,0,0,675,9,291,0.0,17.7,8,13.0,-4.892,134.03,464,6,20,2012,10,12,0,31
462,785,7.3,7,6,0,0,1221,9,934,0.0,15.5,8,170.0,1.929,-76.362,388,5,10,2012,9,30,16,31
463,870,7.6,8,7,0,0,1555,9,703,0.0,34.3,8,35.0,10.085,-85.315,146,6,11,2012,9,5,14,42
464,888,7.6,8,5,0,0,1115,9,682,0.0,10.2,8,28.0,10.811,126.638,435,6,54,2012,8,31,12,47
465,789,7.3,5,5,0,0,994,9,417,0.0,37.0,8,28.0,12.139,-88.59,361,6,54,2012,8,27,4,37
466,190,6.6,4,5,0,0,678,9,497,0.0,14.6,8,91.1,2.19,126.837,459,6,20,2012,8,26,15,5
467,900,7.7,7,4,0,0,941,9,862,0.0,13.8,8,583.2,49.8,145.064,350,6,54,2012,8,14,2,59
468,2,6.5,5,6,0,0,653,9,576,0.0,11.7,8,41.0,-4.651,153.173,201,6,35,2012,7,28,20,3
469,285,6.6,4,5,0,0,675,9,529,0.0,15.7,8,134.7,-18.685,-174.705,294,6,47,2012,4,28,10,8
470,412,6.7,0,7,0,0,691,9,370,0.0,15.4,8,16.0,-1.617,134.276,252,6,20,2012,4,21,1,16
471,448,6.8,6,5,0,0,732,9,597,0.0,12.6,8,198.0,-5.462,147.117,220,6,35,2012,4,17,7,13
472,364,6.7,0,7,0,0,691,9,518,0.0,26.9,8,29.0,-32.625,-71.365,135,5,9,2012,4,17,3,50
473,665,7.0,7,7,0,0,1000,9,474,0.0,95.9,8,13.0,28.696,-113.104,396,3,26,2012,4,12,7,15
474,84,6.5,7,6,0,0,1171,9,599,0.0,54.1,6,20.0,18.229,-102.689,119,3,26,2012,4,11,22,55
475,973,8.2,9,6,0,0,1213,9,341,0.0,14.9,7,25.1,0.802,92.463,495,6,54,2012,4,11,10,43
476,980,8.6,9,7,3,0,2048,7,499,0.0,16.6,5,20.0,2.327,93.063,495,6,54,2012,4,11,8,38
477,702,7.1,7,7,0,0,1496,9,553,0.0,15.2,8,40.7,-35.2,-72.217,97,5,9,2012,3,25,22,37
478,171,6.6,6,6,0,0,709,9,640,0.0,10.1,8,118.0,-6.242,145.955,175,6,35,2012,3,21,22,15
479,835,7.4,9,8,0,0,1752,9,672,0.0,37.9,8,20.0,16.493,-98.231,408,3,26,2012,3,20,18,2
480,379,6.7,7,7,0,0,833,9,596,0.0,13.4,8,12.0,51.708,95.991,411,1,39,2012,2,26,6,17
481,360,6.7,9,7,0,0,1551,9,572,0.0,11.1,8,11.0,9.999,123.206,167,6,38,2012,2,6,3,49
482,688,7.1,5,5,0,0,793,9,573,0.0,12.0,8,23.0,-17.827,167.133,353,6,54,2012,2,2,13,34
483,782,7.2,4,4,0,0,838,9,443,0.0,17.0,8,19.0,2.433,93.21,495,6,54,2012,1,10,18,36
484,252,6.6,0,7,0,0,670,9,545,0.0,17.6,8,15.0,51.842,95.911,411,1,39,2011,12,27,15,21
485,705,7.1,6,6,0,0,834,9,485,0.0,10.6,8,135.0,-7.551,146.809,483,6,35,2011,12,14,5,4
486,109,6.5,8,7,0,0,1400,9,578,0.0,38.6,8,59.0,17.986,-99.789,308,3,26,2011,12,11,1,47
487,574,6.9,6,7,0,0,847,9,474,0.0,46.5,8,24.0,-14.438,-75.966,409,5,37,2011,10,28,18,54
488,707,7.1,9,9,0,0,1096,9,693,0.0,19.7,8,18.0,38.721,43.508,476,1,49,2011,10,23,10,41
489,79,6.5,3,6,0,0,655,9,423,0.0,12.6,8,37.0,-6.57,147.881,124,6,35,2011,10,14,3,35
490,579,6.9,8,8,0,0,1562,9,383,0.0,13.0,8,50.0,27.73,88.155,251,1,19,2011,9,18,12,40
491,420,6.7,5,5,0,0,712,9,667,0.0,10.9,7,30.0,40.273,142.779,272,6,54,2011,9,16,19,26
492,402,6.7,5,6,0,0,915,9,447,0.0,15.3,8,91.0,2.965,97.893,174,6,20,2011,9,5,17,55
493,628,7.0,7,5,0,0,761,9,406,0.0,15.3,8,185.1,-20.671,169.716,158,6,54,2011,9,3,22,55
494,663,7.0,6,6,0,0,913,9,471,0.0,26.9,8,147.0,-7.641,-74.525,98,5,37,2011,8,24,17,46
495,724,7.1,5,6,0,0,787,9,564,0.0,12.3,8,28.0,-18.311,168.218,353,6,54,2011,8,20,18,19
496,110,6.5,0,5,0,0,650,9,322,0.0,15.0,7,35.0,-18.308,168.156,353,6,54,2011,8,20,17,13
497,770,7.2,8,6,0,0,813,9,280,0.0,18.4,8,32.0,-18.365,168.143,353,6,54,2011,8,20,16,55
498,167,6.6,3,6,0,0,674,9,229,0.0,16.6,8,10.0,-3.518,144.828,22,6,35,2011,7,31,23,38
499,892,7.6,3,7,0,0,893,9,567,0.0,33.5,8,17.0,-29.539,-176.34,190,6,54,2011,7,6,19,3
500,383,6.7,6,6,0,0,749,9,592,0.0,24.9,8,33.0,39.955,142.205,272,1,23,2011,6,22,21,50
501,440,6.8,4,5,0,0,734,9,519,0.0,12.5,8,11.0,-20.244,168.226,484,6,54,2011,5,10,8,55
502,508,6.8,5,6,0,0,719,9,445,0.0,13.0,8,79.0,-10.375,161.2,197,6,42,2011,4,23,4,16
503,200,6.6,7,7,0,0,822,9,586,0.0,10.1,8,11.0,37.001,140.401,160,1,23,2011,4,11,8,16
504,709,7.1,8,8,0,0,1114,9,446,0.0,17.7,8,42.0,38.276,141.588,161,1,23,2011,4,7,14,32
505,276,6.6,7,6,0,0,897,9,518,0.0,37.2,8,166.2,17.208,-94.338,141,6,26,2011,4,7,13,11
506,567,6.9,7,9,0,0,1154,9,335,0.0,18.2,8,8.0,20.687,99.822,441,1,29,2011,3,24,13,55
507,260,6.6,6,5,0,0,673,9,668,0.0,9.5,4,25.7,39.241,142.463,5,6,54,2011,3,11,11,36
508,126,6.5,0,4,0,0,650,9,369,0.0,18.7,1,6.8,36.166,141.562,138,6,54,2011,3,11,8,19
509,907,7.7,7,4,0,0,931,9,507,0.0,10.8,7,18.6,38.058,144.59,178,6,54,2011,3,11,6,25
510,945,7.9,8,7,0,0,1140,9,163,0.0,48.4,7,42.6,36.281,141.111,3,6,54,2011,3,11,6,15
511,983,9.1,9,8,0,0,2184,7,541,0.0,9.5,8,29.0,38.297,142.373,1,6,54,2011,3,11,5,46
512,787,7.3,5,5,0,0,972,9,550,0.0,17.4,8,32.0,38.435,142.842,4,6,54,2011,3,9,2,45
513,381,6.7,5,6,0,0,731,9,358,0.0,33.9,8,21.0,-35.38,-72.834,97,6,54,2011,2,14,3,40
514,555,6.9,7,7,0,0,988,9,382,0.0,34.7,8,26.0,-36.422,-72.96,461,5,9,2011,2,11,20,5
515,763,7.2,7,7,0,0,1449,9,372,0.0,25.3,8,68.0,28.777,63.951,106,1,33,2011,1,18,20,23
516,623,7.0,2,5,0,0,755,9,578,0.0,13.3,8,9.0,-20.628,168.471,442,6,54,2011,1,13,16,16
517,760,7.2,8,7,0,0,1054,9,397,0.0,30.1,8,24.0,-38.355,-73.326,81,5,9,2011,1,2,20,20
518,792,7.3,0,5,0,0,820,9,409,0.0,12.0,7,16.0,-19.702,167.947,158,6,54,2010,12,25,13,16
519,324,6.7,3,7,0,0,708,9,279,0.0,24.3,7,12.0,28.412,59.18,42,1,21,2010,12,20,18,41
520,263,6.6,0,6,0,0,670,9,306,0.0,18.5,6,33.0,-6.001,149.977,180,6,35,2010,12,2,3,12
521,925,7.8,4,7,0,0,946,9,379,0.0,23.0,7,20.1,-3.487,100.082,439,6,54,2010,10,25,14,42
522,418,6.7,5,5,0,0,776,9,352,0.0,50.3,7,13.0,24.696,-109.156,120,6,54,2010,10,21,17,53
523,679,7.0,8,5,0,0,772,9,271,0.0,15.1,7,26.0,-4.963,133.76,337,6,20,2010,9,29,17,11
524,635,7.0,8,8,0,0,1245,9,365,0.0,15.8,7,12.0,-43.522,171.83,265,6,31,2010,9,3,16,35
525,734,7.1,6,5,0,0,945,9,672,0.0,12.4,7,206.7,-1.266,-77.306,113,5,12,2010,8,12,11,54
526,804,7.3,7,7,0,0,850,9,405,0.0,20.2,7,25.0,-17.541,168.069,353,6,55,2010,8,10,5,23
527,668,7.0,4,6,0,0,757,9,396,0.0,12.7,8,44.0,-5.746,150.765,195,6,35,2010,8,4,22,1
528,17,6.5,5,4,0,0,659,9,403,0.0,11.1,7,220.0,-5.486,146.822,246,6,35,2010,8,4,7,15
529,883,7.6,5,3,0,0,902,9,340,0.0,15.1,7,578.0,6.497,123.48,47,6,38,2010,7,23,22,51
530,817,7.3,8,7,0,0,831,9,397,0.0,18.2,7,35.0,-5.931,150.59,298,6,35,2010,7,18,13,34
531,582,6.9,4,7,0,0,737,9,456,0.0,15.7,7,28.0,-5.966,150.428,195,6,35,2010,7,18,13,4
532,235,6.6,6,7,0,0,753,9,295,0.0,52.8,7,22.0,-38.067,-73.31,83,5,9,2010,7,14,8,32
533,394,6.7,5,6,0,0,696,9,392,0.0,18.7,7,35.0,-10.627,161.447,197,6,42,2010,6,26,5,30
534,188,6.6,0,7,0,0,670,9,309,0.0,25.0,7,10.5,-2.329,136.484,59,6,20,2010,6,16,3,58
535,625,7.0,3,7,0,0,755,9,307,0.0,18.1,7,18.0,-2.174,136.543,59,6,20,2010,6,16,3,16
536,866,7.5,6,5,0,0,1144,9,514,0.0,18.6,7,35.0,7.881,91.936,301,6,54,2010,6,12,19,26
537,742,7.2,5,6,0,0,804,9,327,0.0,11.7,7,31.0,-13.698,166.643,427,6,55,2010,5,27,17,14
538,761,7.2,5,6,0,0,918,9,611,0.0,20.6,7,38.0,3.748,96.018,267,6,20,2010,5,9,5,59
539,559,6.9,6,9,0,0,773,9,410,0.0,14.9,7,17.0,33.165,96.548,372,1,36,2010,4,13,23,49
540,600,6.9,4,5,0,0,740,9,399,0.0,12.1,7,21.0,-10.878,161.116,197,6,54,2010,4,11,9,40
541,930,7.8,0,7,0,0,936,9,352,0.0,19.2,7,31.0,2.383,97.048,423,6,20,2010,4,6,22,15
542,746,7.2,9,9,2,0,2910,2,10,0.514,239.0,5,9.99,32.2862,-115.295,108,3,26,2010,4,4,22,40
543,214,6.6,5,6,0,0,701,9,413,0.0,16.7,7,34.0,13.667,92.831,43,6,19,2010,3,30,16,54
544,390,6.7,5,6,0,0,856,9,312,0.0,34.7,7,18.0,-36.217,-73.257,461,6,54,2010,3,16,2,21
545,106,6.5,6,5,0,0,810,9,491,0.0,27.0,7,32.0,37.745,141.59,289,6,54,2010,3,14,8,8
546,660,7.0,7,7,0,0,874,9,403,0.0,17.1,7,18.0,-34.326,-71.799,405,5,9,2010,3,11,14,55
547,584,6.9,7,7,0,0,1280,9,415,0.0,12.5,7,11.0,-34.29,-71.891,405,5,9,2010,3,11,14,39
548,449,6.8,4,6,0,0,717,9,401,0.0,23.2,7,26.0,-3.762,100.991,56,6,20,2010,3,5,16,7
549,222,6.6,7,7,0,0,736,9,255,0.0,27.8,6,18.0,-36.665,-73.374,443,6,9,2010,3,5,11,47
550,92,6.5,0,4,0,0,650,9,426,0.0,18.7,6,176.0,-13.571,167.227,427,6,55,2010,3,4,14,2
551,825,7.4,0,5,0,0,842,9,409,0.0,17.6,7,35.0,-37.773,-75.048,226,6,54,2010,2,27,8,1
552,981,8.8,8,8,0,0,1991,7,454,0.0,17.8,8,22.9,-36.122,-72.898,375,5,9,2010,2,27,6,34
553,667,7.0,6,6,0,0,1180,9,487,0.0,15.7,7,25.0,25.93,128.425,185,6,54,2010,2,26,20,31
554,616,7.0,9,9,0,0,1623,9,500,0.0,22.7,7,13.0,18.443,-72.571,242,6,17,2010,1,12,21,53
555,77,6.5,7,7,0,0,1360,5,51,0.322,220.0,5,28.74,40.652,-124.692,122,3,54,2010,1,10,0,27
556,441,6.8,3,6,0,0,713,9,338,0.0,15.0,7,15.4,-9.019,157.551,131,6,54,2010,1,5,12,15
557,732,7.1,5,7,0,0,780,9,377,0.0,15.0,7,10.0,-8.783,157.354,131,6,42,2010,1,3,22,36
558,299,6.6,5,7,0,0,672,9,282,0.0,16.6,7,10.0,-8.726,157.487,131,6,42,2010,1,3,21,48
559,138,6.5,6,7,0,0,698,9,390,0.0,17.7,7,27.0,-19.394,-70.321,157,5,9,2009,11,13,3,5
560,812,7.3,0,4,0,0,820,9,430,0.0,15.0,7,595.0,-17.239,178.331,35,6,14,2009,11,9,10,44
561,234,6.6,7,6,0,0,677,9,305,0.0,20.4,7,18.0,-8.207,118.631,61,6,20,2009,11,8,19,41
562,520,6.8,0,6,0,0,711,9,424,0.0,21.4,7,34.0,29.218,129.782,292,6,54,2009,10,30,7,3
563,565,6.9,4,6,0,0,972,9,397,0.0,11.0,7,130.0,-6.133,130.385,464,6,20,2009,10,24,14,40
564,459,6.8,0,5,0,0,711,9,174,0.0,30.2,7,35.0,-13.298,165.91,427,6,54,2009,10,8,8,28
565,827,7.4,0,7,0,0,842,9,314,0.0,20.2,7,31.1,-13.093,166.497,427,6,55,2009,10,7,23,13
566,923,7.8,0,6,0,0,936,9,195,0.0,20.3,7,35.0,-12.517,166.382,427,6,54,2009,10,7,22,18
567,898,7.7,4,7,0,0,916,9,283,0.0,23.2,8,45.0,-13.006,166.51,427,6,55,2009,10,7,22,3
568,257,6.6,7,7,0,0,787,9,417,0.0,30.1,7,9.0,-2.482,101.524,439,6,20,2009,10,1,1,52
569,877,7.6,8,8,0,0,1639,9,498,0.0,14.0,7,81.0,-0.72,99.867,339,6,20,2009,9,30,10,16
570,961,8.1,7,6,0,0,1055,9,520,0.0,20.8,7,18.0,-15.489,-172.095,256,6,54,2009,9,29,17,48
571,664,7.0,7,7,0,0,1175,9,312,0.0,16.3,7,46.0,-7.782,107.297,45,6,20,2009,9,2,7,55
572,325,6.7,5,6,0,0,753,9,369,0.0,14.9,7,20.0,-1.479,99.49,324,6,20,2009,8,16,7,38
573,226,6.6,4,5,0,0,703,9,336,0.0,14.1,7,53.0,32.821,140.395,448,6,54,2009,8,12,22,48
574,853,7.5,7,6,0,0,1248,9,303,0.0,18.2,7,24.0,14.099,92.902,43,6,54,2009,8,10,19,55
575,698,7.1,5,4,0,0,1005,9,447,0.0,14.2,7,292.0,33.167,137.944,6,6,54,2009,8,9,10,55
576,599,6.9,5,7,0,0,1202,9,243,0.0,35.0,7,10.0,29.039,-112.903,39,3,26,2009,8,3,17,59
577,931,7.8,6,8,0,0,1165,9,434,0.0,16.8,7,12.0,-45.762,166.562,450,6,31,2009,7,15,9,22
578,356,6.7,5,5,0,0,693,9,269,0.0,13.8,7,64.0,-5.157,153.782,201,6,35,2009,6,23,14,19
579,806,7.3,7,8,0,0,1560,9,464,0.0,27.2,7,19.0,16.731,-86.217,134,6,54,2009,5,28,8,24
580,875,7.6,7,5,0,0,916,9,504,0.0,14.0,7,31.0,-23.043,-174.66,502,6,54,2009,3,19,18,17
581,752,7.2,3,7,0,0,802,9,432,0.0,18.6,7,20.0,3.886,126.387,410,6,20,2009,2,11,17,34
582,837,7.4,7,7,0,0,846,9,314,0.0,21.1,7,23.0,-0.691,133.305,252,6,20,2009,1,3,22,33
583,261,6.6,5,4,0,0,765,9,344,0.0,22.6,7,204.8,36.419,70.743,172,1,0,2009,1,3,20,23
584,897,7.7,5,7,0,0,918,9,288,0.0,29.8,7,17.0,-0.414,132.885,252,6,20,2009,1,3,19,43
585,826,7.4,9,7,0,0,848,9,365,0.0,33.7,8,30.0,1.271,122.091,132,6,20,2008,11,16,17,2
586,355,6.7,5,6,0,0,731,9,481,0.0,28.6,7,24.0,14.423,-92.364,69,6,26,2008,10,16,19,41
587,336,6.7,0,6,0,0,691,9,529,0.0,22.3,7,27.4,39.533,73.824,306,1,24,2008,10,5,15,52
588,438,6.8,0,6,0,0,711,9,500,0.0,22.2,7,25.0,41.892,143.754,314,6,54,2008,9,11,0,20
589,279,6.6,0,6,0,0,670,9,463,0.0,14.1,7,96.0,1.885,127.363,459,6,20,2008,9,11,0,0
590,586,6.9,0,6,0,0,732,9,531,0.0,14.9,7,110.0,-13.501,166.967,427,6,55,2008,9,8,18,52
591,365,6.7,4,7,0,0,692,9,325,0.0,28.0,7,12.0,30.901,83.52,170,1,36,2008,8,25,13,21
592,471,6.8,8,7,0,0,1046,9,633,0.0,20.2,7,108.0,39.802,141.464,280,1,23,2008,7,23,15,26
593,618,7.0,5,5,0,0,840,9,577,0.0,18.2,7,22.0,37.552,142.214,289,6,54,2008,7,19,2,39
594,543,6.9,5,5,0,0,825,3,0,0.0,0.0,8,25.5,37.55,142.714,289,6,54,2008,7,19,2,39
595,178,6.6,4,5,0,0,680,9,630,0.0,18.4,7,17.0,11.005,91.824,43,6,54,2008,6,27,11,40
596,562,6.9,7,8,0,0,888,9,654,0.0,17.1,7,7.8,39.03,140.881,275,1,23,2008,6,13,23,43
597,946,7.9,9,9,0,0,1870,9,774,0.0,11.3,7,19.0,31.002,103.322,456,1,36,2008,5,12,6,28
598,588,6.9,5,5,0,0,910,9,519,0.0,21.1,7,27.0,36.164,141.526,138,6,54,2008,5,7,16,45
599,810,7.3,0,6,0,0,820,9,486,0.0,13.4,7,33.0,-20.071,168.892,158,6,54,2008,4,9,12,46
600,753,7.2,0,7,0,0,798,9,532,0.0,25.9,7,10.0,35.49,81.467,147,1,36,2008,3,20,22,32
601,606,6.9,4,5,0,0,740,9,544,0.0,25.9,7,24.0,13.351,125.63,343,6,54,2008,3,3,14,11
602,346,6.7,5,6,0,0,696,9,543,0.0,15.1,7,25.0,-2.245,99.808,324,6,20,2008,2,25,21,2
603,197,6.6,4,6,0,0,674,9,421,0.0,17.7,7,25.0,-2.332,99.891,324,6,20,2008,2,25,18,6
604,751,7.2,4,7,0,0,832,9,505,0.0,18.4,7,25.0,-2.486,99.972,439,6,20,2008,2,25,8,36
605,35,6.5,4,6,0,0,654,9,429,0.0,28.3,7,22.0,-2.405,99.931,439,6,20,2008,2,24,14,46
606,834,7.4,5,7,0,0,914,9,607,0.0,16.4,7,26.0,2.768,95.964,423,6,20,2008,2,20,8,8
607,98,6.5,8,5,0,0,692,9,650,0.0,30.7,7,28.0,36.345,21.863,203,2,54,2008,2,14,12,8
608,572,6.9,6,6,0,0,941,9,645,0.0,30.6,7,29.0,36.501,21.67,266,2,54,2008,2,14,10,9
609,135,6.5,7,6,0,0,723,9,521,0.0,27.6,7,83.0,16.357,-94.304,128,6,26,2008,2,12,12,50
610,253,6.6,7,6,0,0,808,9,461,0.0,18.8,7,20.0,-39.011,178.291,130,6,54,2007,12,20,7,55
611,409,6.7,5,7,0,0,704,9,481,0.0,30.3,6,45.0,-22.954,-70.182,24,5,9,2007,12,16,8,9
612,828,7.4,7,7,0,0,1542,9,663,0.0,13.4,6,156.0,14.944,-61.274,50,6,25,2007,11,29,19,0
613,270,6.6,3,6,0,0,672,9,280,0.0,26.9,7,16.0,-10.95,162.149,197,6,42,2007,11,27,11,49
614,75,6.5,5,7,0,0,653,9,272,0.0,27.6,7,18.0,-8.224,118.467,111,6,20,2007,11,25,19,53
615,60,6.5,7,7,0,0,657,9,353,0.0,27.5,7,20.0,-8.292,118.37,111,6,20,2007,11,25,16,2
616,432,6.8,6,6,0,0,722,9,341,0.0,15.9,7,53.0,-5.757,147.098,220,6,35,2007,11,22,8,48
617,473,6.8,7,6,0,0,790,9,649,0.0,27.0,7,122.9,-2.312,-77.838,244,5,12,2007,11,16,3,13
618,510,6.8,6,7,0,0,716,9,285,0.0,40.1,7,26.0,-22.925,-70.237,24,5,9,2007,11,15,15,5
619,909,7.7,8,7,0,0,995,9,610,0.0,22.4,7,40.0,-22.247,-69.89,460,5,9,2007,11,14,15,40
620,446,6.8,3,5,0,0,713,9,494,0.0,23.9,7,21.0,-3.899,101.02,56,6,20,2007,10,24,21,2
621,502,6.8,4,7,0,0,744,9,338,0.0,19.0,7,18.0,-44.796,167.553,450,6,31,2007,10,15,12,29
622,452,6.8,4,5,0,0,713,9,348,0.0,15.5,7,40.0,-4.99,153.5,201,6,35,2007,9,26,12,36
623,327,6.7,3,5,0,0,696,9,503,0.0,26.9,7,30.0,-1.999,100.141,324,6,20,2007,9,20,8,31
624,631,7.0,4,7,0,0,768,9,537,0.0,23.1,7,22.0,-2.13,99.627,324,6,20,2007,9,13,3,35
625,149,6.5,0,5,0,0,650,9,409,0.0,26.2,7,28.9,-1.689,99.668,189,6,20,2007,9,13,2,30
626,949,7.9,8,7,0,0,1133,9,446,0.0,29.1,7,35.0,-2.625,100.841,439,6,20,2007,9,12,23,49
627,920,7.8,7,8,0,0,1152,3,0,0.0,0.0,8,40.5,-2.52,100.139,439,1,20,2007,9,12,23,49
628,977,8.4,0,6,0,0,1086,7,411,0.0,32.3,8,34.0,-4.438,101.367,56,6,20,2007,9,12,11,10
629,482,6.8,5,6,0,0,747,9,653,0.0,17.6,7,15.0,2.966,-77.963,458,6,10,2007,9,10,1,49
630,777,7.2,0,5,0,0,798,9,312,0.0,21.3,7,35.0,-11.61,165.762,224,6,54,2007,9,2,1,5
631,67,6.5,5,6,0,0,675,9,382,0.0,12.8,7,15.0,-9.834,159.465,250,6,54,2007,8,16,8,39
632,954,8.0,9,8,0,0,1385,9,625,0.0,25.7,7,39.0,-13.386,-76.603,402,6,37,2007,8,15,23,40
633,855,7.5,0,5,0,0,865,9,228,0.0,30.7,7,280.0,-5.859,107.419,378,6,20,2007,8,8,17,5
634,766,7.2,7,7,0,0,803,9,494,0.0,20.4,6,120.0,-15.595,167.68,238,6,55,2007,8,1,17,8
635,541,6.9,3,5,0,0,734,9,374,0.0,24.1,6,25.0,2.872,127.464,459,6,20,2007,7,26,5,40
636,445,6.8,5,4,0,0,779,9,664,0.0,18.2,6,350.4,36.808,134.85,269,6,54,2007,7,16,14,17
637,208,6.6,8,8,0,0,831,9,782,0.0,16.7,7,12.0,37.535,138.446,183,1,23,2007,7,16,1,13
638,385,6.7,6,6,0,0,972,9,468,0.0,37.7,7,23.0,13.554,-90.618,163,6,54,2007,6,13,19,29
639,533,6.9,0,7,0,0,732,9,305,0.0,15.3,7,10.0,-7.306,155.741,335,6,42,2007,4,1,21,11
640,302,6.6,0,7,0,0,670,9,251,0.0,16.0,1,10.0,-7.169,155.777,335,6,42,2007,4,1,20,47
641,962,8.1,9,8,0,0,1025,9,439,0.0,14.7,7,24.0,-8.466,157.043,131,6,42,2007,4,1,20,39
642,387,6.7,7,8,0,0,782,9,493,0.0,23.9,7,8.0,37.336,136.588,290,1,23,2007,3,25,0,41
643,687,7.1,3,6,0,0,779,9,426,0.0,25.3,6,34.0,-20.617,169.357,158,6,54,2007,3,25,0,40
644,362,6.7,0,6,0,0,691,9,253,0.0,40.3,7,12.0,-1.034,126.976,385,6,20,2007,2,20,8,4
645,844,7.5,6,5,0,0,874,9,570,0.0,21.6,7,22.0,1.065,126.282,453,6,20,2007,1,21,11,27
646,965,8.1,4,5,0,0,1034,9,606,0.0,14.0,7,10.0,46.243,154.524,499,6,54,2007,1,13,4,23
647,564,6.9,6,7,0,0,798,9,466,0.0,31.6,7,10.0,21.974,120.493,142,1,44,2006,12,26,12,34
648,712,7.1,8,7,0,0,1023,9,744,0.0,29.1,6,10.0,21.799,120.547,142,1,44,2006,12,26,12,26
649,975,8.3,4,7,0,0,1064,9,576,0.0,20.9,7,10.0,46.592,153.266,208,6,54,2006,11,15,11,14
650,192,6.6,0,6,0,0,670,9,352,0.0,18.6,7,11.0,-6.482,151.195,195,6,54,2006,11,7,17,38
651,392,6.7,5,6,0,0,732,9,444,0.0,53.4,7,23.0,-13.457,-76.677,402,6,37,2006,10,20,10,48
652,315,6.7,5,6,0,0,692,9,533,0.0,15.6,7,32.0,-5.881,150.982,195,6,35,2006,10,17,1,25
653,338,6.7,8,9,0,0,1481,4,43,0.0,124.0,2,38.18,19.877,-155.935,360,6,53,2006,10,15,17,7
654,552,6.9,3,3,0,0,737,9,702,0.0,20.9,7,28.0,-16.592,-172.033,143,6,54,2006,9,28,6,22
655,485,6.8,0,6,0,0,711,9,459,0.0,28.4,6,38.0,-6.759,155.512,335,6,35,2006,9,1,10,18
656,125,6.5,0,6,0,0,650,9,700,0.0,47.4,6,43.0,51.148,157.522,321,1,39,2006,8,24,21,50
